Module,DescriptionStart,DescriptionEnd,Flags,Namespace,Name,Summary
2,6709,,,,OpenCountLimit,
2,6710,,,,MultiCommitFileSystemLimit,The maximum number of file systems have been added to the multi-commit manager.

2,6800,6899,,,MappingFailed,
2,6811,,,,MapFull,

2,6900,6999,,,BadState,
2,6902,,,,NotInitialized,
2,6903,,,,BisProxyInvalidated,
2,6904,,,,NcaDigestInconsistent,
2,6905,,,,NotMounted,
2,6906,,,,SaveDataExtending,
2,6907,,,,SaveDataToExpandIsProvisionallyCommitted,

2,7002,,,,SaveDataTransferV2KeySeedPackageMacVerificationFailed,
2,7003,,,,SaveDataTransferV2KeySeedPackageSignatureVerificationFailed,
2,7004,,,,SaveDataTransferV2KeySeedPackageChallengeVerificationFailed,
2,7005,,,,SaveDataTransferV2ImportDataVerificationFailed,
2,7006,,,,SaveDataTransferV2InitialDataGcmMacVerificationFailed,
2,7009,,,,SaveDataTransferV2InitialDataMacVerificationFailed,
2,7010,,,,SaveDataTransferV2ImportDataDecompressionFailed,
2,7011,,,,SaveDataTransferV2PortContextMacVerificationFailed,

2,7031,,,,SaveDataPorterInvalidated,
2,7032,,,,SaveDataDivisionExporterChunkExportIncomplete,
2,7033,,,,SaveDataDivisionImporterChunkImportIncomplete,
2,7034,,,,SaveDataPorterInitialDataVersionVerificationFailed,
2,7035,,,,SaveDataChunkDecryptorGcmStreamVersionVerificationFailed,
2,7036,,,,SaveDataPorterSaveDataModified,The save data being ported has been modified since the importer/exporter was created.
2,7037,,,,SaveDataPorterVersionUnsupported,The key generation or the version of the initial data or key package is too high.
2,7038,,,,SaveDataTransferV2SecondarySaveCorrupted,

2,7062,,,,SaveDataTransferForSaveDataRepairKeyPackageMacVerificationFailed,
2,7063,,,,SaveDataTransferForSaveDataRepairKeyPackageSignatureVerificationFailed,
2,7064,,,,SaveDataTransferForSaveDataRepairKeyPackageChallengeVerificationFailed,
2,7065,,,,SaveDataTransferForSaveDataRepairUnsupportedKeyGeneration,
2,7066,,,,SaveDataTransferForSaveDataRepairInitialDataMacVerificationFailed,
2,7069,,,,SaveDataTransferForSaveDataRepairIncorrectInitialData,The initial data doesn't match the set key package.
2,7070,,,,SaveDataTransferForSaveDataRepairInconsistentInitialData,The before and after initial data refer to different saves.
2,7071,,,,SaveDataTransferForSaveDataRepairInitialDataIncorrectUserId,The initial data doesn't match the given user ID.

2,7100,7139,,,RamDiskCorrupted,
2,7101,,,,RamDiskVerifiedStorageVerificationFailed,
2,7111,7119,,,RamDiskSaveDataCoreFileSystemCorrupted,
2,7112,,,,IncorrectRamDiskSaveDataFileSystemMagicCode,
2,7113,,,,InvalidRamDiskSaveDataFileReadOffset,
2,7114,,,,InvalidRamDiskSaveDataCoreDataStorageSize,

2,7121,7139,,,RamDiskDatabaseCorrupted,
2,7122,,,,InvalidRamDiskAllocationTableBlock,
2,7123,,,,InvalidRamDiskKeyValueListElementIndex,
2,7124,,,,InvalidRamDiskAllocationTableChainEntry,
2,7125,,,,InvalidRamDiskAllocationTableOffset,
2,7126,,,,InvalidRamDiskAllocationTableBlockCount,
2,7127,,,,InvalidRamDiskKeyValueListEntryIndex,

2,7142,,,,SaveDataTransferForRepairInitialDataMacVerificationFailed,

2,7900,,,,Unknown,
2,7901,7904,,,DbmNotFound,
2,7902,,,,DbmKeyNotFound,
2,7903,,,,DbmFileNotFound,
2,7904,,,,DbmDirectoryNotFound,

2,7906,,,,DbmAlreadyExists,
2,7907,,,,DbmKeyFull,
2,7908,,,,DbmDirectoryEntryFull,
2,7909,,,,DbmFileEntryFull,

2,7910,7912,,,DbmFindFinished,
2,7911,,,,DbmFindKeyFinished,
2,7912,,,,DbmIterationFinished,

2,7914,,,,DbmInvalidOperation,
2,7915,,,,DbmInvalidPathFormat,
2,7916,,,,DbmDirectoryNameTooLong,
2,7917,,,,DbmFileNameTooLong,

3,4,,,,Busy,
3,8,,,,OutOfMemory,
3,9,,,,OutOfResource,
3,12,,,,OutOfVirtualAddressSpace,
3,13,,,,ResourceLimit,

3,500,,,,OutOfHandles,
3,501,,,,InvalidHandle,
3,502,,,,InvalidCurrentMemoryState,
3,503,,,,InvalidTransferMemoryState,
3,504,,,,InvalidTransferMemorySize,
3,505,,,,OutOfTransferMemory,
3,506,,,,OutOfAddressSpace,

3,510,,,,SessionClosedForReceive,
3,511,,,,SessionClosedForReply,
3,512,,,,ReceiveListBroken,

4,9,,,,InvalidHandle,

4,2001,,,,InvalidArgument,
4,2003,,,,InvalidServerHandle,
4,2014,,,,InvalidSize,
4,2021,,,,Cancelled,
4,2023,,,,Completed,
4,2103,,,,InvalidTask,

5,1,,,,InvalidContentStorageBase,
5,2,,,,PlaceHolderAlreadyExists,
5,3,,,,PlaceHolderNotFound,
5,4,,,,ContentAlreadyExists,
5,5,,,,ContentNotFound,
5,7,,,,ContentMetaNotFound,
5,8,,,,AllocationFailed,
5,12,,,,UnknownStorage,

5,100,,,,InvalidContentStorage,
5,110,,,,InvalidContentMetaDatabase,
5,130,,,,InvalidPackageFormat,
5,140,,,,InvalidContentHash,

5,160,,,,InvalidInstallTaskState,
5,170,,,,InvalidPlaceHolderFile,
5,180,,,,BufferInsufficient,
5,190,,,,WriteToReadOnlyContentStorage,
5,200,,,,NotEnoughInstallSpace,
5,210,,,,SystemUpdateNotFoundInPackage,
5,220,,,,ContentInfoNotFound,
5,237,,,,DeltaNotFound,
5,240,,,,InvalidContentMetaKey,
5,280,,,,IgnorableInstallTicketFailure,

5,310,,,,ContentStorageBaseNotFound,
5,330,,,,ListPartiallyNotCommitted,
5,360,,,,UnexpectedContentMetaPrepared,
5,380,,,,InvalidFirmwareVariation,

5,250,258,,,ContentStorageNotActive,
5,251,,,,GameCardContentStorageNotActive,
5,252,,,,BuiltInSystemContentStorageNotActive,
5,253,,,,BuiltInUserContentStorageNotActive,
5,254,,,,SdCardContentStorageNotActive,
5,258,,,,UnknownContentStorageNotActive,

5,260,268,,,ContentMetaDatabaseNotActive,
5,261,,,,GameCardContentMetaDatabaseNotActive,
5,262,,,,BuiltInSystemContentMetaDatabaseNotActive,
5,263,,,,BuiltInUserContentMetaDatabaseNotActive,
5,264,,,,SdCardContentMetaDatabaseNotActive,
5,268,,,,UnknownContentMetaDatabaseNotActive,

5,290,299,,,InstallTaskCancelled,
5,291,,,,CreatePlaceHolderCancelled,
5,292,,,,WritePlaceHolderCancelled,

5,8181,8191,,,InvalidArgument,
5,8182,,,,InvalidOffset,

6,1,,,,EndOfQuery,
6,2,,,,InvalidCurrentMemory,
6,3,,,,NotSingleRegion,
6,4,,,,InvalidMemoryState,
6,5,,,,OutOfMemory,
6,6,,,,OutOfResource,
6,7,,,,NotSupported,
6,8,,,,InvalidHandle,
6,1023,,,,InternalError,

8,1,,,,ResolverNotFound,
8,2,,,,ProgramNotFound,
8,3,,,,DataNotFound,
8,4,,,,UnknownResolver,
8,5,,,,ApplicationNotFound,
8,6,,,,HtmlDocumentNotFound,
8,7,,,,AddOnContentNotFound,
8,8,,,,ControlNotFound,
8,9,,,,LegalInformationNotFound,
8,10,,,,DebugProgramNotFound,
8,90,,,,TooManyRegisteredPaths,

9,1,,,,TooLongArgument,
9,2,,,,TooManyArguments,
9,3,,,,TooLargeMeta,
9,4,,,,InvalidMeta,
9,5,,,,InvalidNso,
9,6,,,,InvalidPath,
9,7,,,,TooManyProcesses,
9,8,,,,NotPinned,
9,9,,,,InvalidProgramId,
9,10,,,,InvalidVersion,
9,11,,,,InvalidAcidSignature,
9,12,,,,InvalidNcaSignature,

9,51,,,,InsufficientAddressSpace,
9,52,,,,InvalidNro,
9,53,,,,InvalidNrr,
9,54,,,,InvalidSignature,
9,55,,,,InsufficientNroRegistrations,
9,56,,,,InsufficientNrrRegistrations,
9,57,,,,NroAlreadyLoaded,

9,81,,,,InvalidAddress,
9,82,,,,InvalidSize,
9,84,,,,NotLoaded,
9,85,,,,NotRegistered,
9,86,,,,InvalidSession,
9,87,,,,InvalidProcess,

9,100,,,,UnknownCapability,
9,103,,,,InvalidCapabilityKernelFlags,
9,104,,,,InvalidCapabilitySyscallMask,
9,106,,,,InvalidCapabilityMapRange,
9,107,,,,InvalidCapabilityMapPage,
9,111,,,,InvalidCapabilityInterruptPair,
9,113,,,,InvalidCapabilityApplicationType,
9,114,,,,InvalidCapabilityKernelVersion,
9,115,,,,InvalidCapabilityHandleTable,
9,116,,,,InvalidCapabilityDebugFlags,

9,200,,,,InternalError,

10,1,,,,NotSupported,
10,3,,,,PreconditionViolation,

10,10,19,,,MemoryAllocationFailed,
10,11,,,Sf.Cmif,CmifProxyAllocationFailed,

10,202,,,Sf.Cmif,InvalidCmifHeaderSize,
10,211,,,Sf.Cmif,InvalidCmifInHeader,
10,212,,,Sf.Cmif,InvalidCmifOutHeader,
10,221,,,Sf.Cmif,UnknownMethodId,
10,231,,,Sf.Cmif,InvalidInRawSize,
10,232,,,Sf.Cmif,InvalidOutRawSize,
10,235,,,Sf.Cmif,InvalidInObjectCount,
10,236,,,Sf.Cmif,InvalidOutObjectCount,
10,239,,,Sf.Cmif,InvalidInObject,
10,261,,,Sf.Cmif,TargetObjectNotFound,
10,301,,,Sf.Cmif,OutOfDomainEntry,

10,800,899,a,Sf.Impl,RequestContextChanged,
10,801,809,a,Sf.Impl,RequestInvalidated,
10,802,,,Sf.Impl,RequestInvalidatedByUser,

10,811,819,a,,RequestDeferred,
10,812,,,,RequestDeferredByUser,

11,1,,,,NotSupported,
11,100,299,a,,OutOfResource,
11,102,,,,OutOfSessionMemory,
11,131,139,,,OutOfSessions,
11,141,,,,InsufficientPointerTransferBuffer,

11,200,,,,OutOfDomains,

11,300,349,a,,CommunicationError,
11,301,,,,SessionClosed,

11,402,,,,InvalidRequestSize,
11,403,,,,UnknownCommandType,
11,420,,,,InvalidCmifRequest,
11,491,,,,TargetNotDomain,
11,492,,,,DomainObjectNotFound,

12,1,,,,Unknown,

13,1,,,,Unknown,
13,2,,,,DebuggingDisabled,

15,1,,,,ProcessNotFound,
15,2,,,,AlreadyStarted,
15,3,,,,NotTerminated,
15,4,,,,DebugHookInUse,
15,5,,,,ApplicationRunning,
15,6,,,,InvalidSize,

16,90,,,,Canceled,
16,110,,,,OutOfMaxRunningTask,
16,270,,,,CardUpdateNotSetup,
16,280,,,,CardUpdateNotPrepared,
16,290,,,,CardUpdateAlreadySetup,
16,460,,,,PrepareCardUpdateAlreadyRequested,

18,1,,,,ConnectionFailure,
18,2,,,,NotFound,
18,3,,,,NotEnoughBuffer,

18,101,,,,Cancelled,

18,1023,,,,,

18,2001,,,,,
18,2003,,,,InvalidTaskId,
18,2011,,,,InvalidSize,
18,2021,,,,TaskCancelled,
18,2022,,,,TaskNotCompleted,
18,2023,,,,TaskQueueNotAvailable,

18,2101,,,,,
18,2102,,,,OutOfRpcTask,
18,2123,,,,InvalidCategory,

20,1,,,,OutOfKeyResource,There is no more space in the database or the key is too long.
20,2,,,,KeyNotFound,
20,4,,,,AllocationFailed,
20,5,,,,InvalidKeyValue,
20,6,,,,BufferInsufficient,
20,8,,,,InvalidFileSystemState,
20,9,,,,NotCreated,

21,1,,,,OutOfProcesses,
21,2,,,,InvalidClient,
21,3,,,,OutOfSessions,
21,4,,,,AlreadyRegistered,
21,5,,,,OutOfServices,
21,6,,,,InvalidServiceName,
21,7,,,,NotRegistered,
21,8,,,,NotAllowed,
21,9,,,,TooLargeAccessControl,

22,1,1023,,,RoError,
22,2,,,,OutOfAddressSpace,
22,3,,,,AlreadyLoaded,
22,4,,,,InvalidNro,
22,6,,,,InvalidNrr,
22,7,,,,TooManyNro,
22,8,,,,TooManyNrr,
22,9,,,,NotAuthorized,
22,10,,,,InvalidNrrKind,
22,1023,,,,InternalError,

22,1025,,,,InvalidAddress,
22,1026,,,,InvalidSize,
22,1028,,,,NotLoaded,
22,1029,,,,NotRegistered,
22,1030,,,,InvalidSession,
22,1031,,,,InvalidProcess,

24,1,,,,NoDevice,
24,2,,,,NotActivated,
24,3,,,,DeviceRemoved,
24,4,,,,NotAwakened,

24,32,126,,,CommunicationError,
24,33,46,,,CommunicationNotAttained,
24,34,,,,ResponseIndexError,
24,35,,,,ResponseEndBitError,
24,36,,,,ResponseCrcError,
24,37,,,,ResponseTimeoutError,
24,38,,,,DataEndBitError,
24,39,,,,DataCrcError,
24,40,,,,DataTimeoutError,
24,41,,,,AutoCommandResponseIndexError,
24,42,,,,AutoCommandResponseEndBitError,
24,43,,,,AutoCommandResponseCrcError,
24,44,,,,AutoCommandResponseTimeoutError,
24,45,,,,CommandCompleteSoftwareTimeout,
24,46,,,,TransferCompleteSoftwareTimeout,

24,48,70,,,DeviceStatusHasError,
24,49,,,,DeviceStatusAddressOutOfRange,
24,50,,,,DeviceStatusAddressMisaligned,
24,51,,,,DeviceStatusBlockLenError,
24,52,,,,DeviceStatusEraseSeqError,
24,53,,,,DeviceStatusEraseParam,
24,54,,,,DeviceStatusWpViolation,
24,55,,,,DeviceStatusLockUnlockFailed,
24,56,,,,DeviceStatusComCrcError,
24,57,,,,DeviceStatusIllegalCommand,
24,58,,,,DeviceStatusDeviceEccFailed,
24,59,,,,DeviceStatusCcError,
24,60,,,,DeviceStatusError,
24,61,,,,DeviceStatusCidCsdOverwrite,
24,62,,,,DeviceStatusWpEraseSkip,
24,63,,,,DeviceStatusEraseReset,
24,64,,,,DeviceStatusSwitchError,

24,72,,,,UnexpectedDeviceState,
24,73,,,,UnexpectedDeviceCsdValue,
24,74,,,,AbortTransactionSoftwareTimeout,
24,75,,,,CommandInhibitCmdSoftwareTimeout,
24,76,,,,CommandInhibitDatSoftwareTimeout,
24,77,,,,BusySoftwareTimeout,
24,78,,,,IssueTuningCommandSoftwareTimeout,
24,79,,,,TuningFailed,
24,80,,,,MmcInitializationSoftwareTimeout,
24,81,,,,MmcNotSupportExtendedCsd,
24,82,,,,UnexpectedMmcExtendedCsdValue,
24,83,,,,MmcEraseSoftwareTimeout,
24,84,,,,SdCardValidationError,
24,85,,,,SdCardInitializationSoftwareTimeout,
24,86,,,,SdCardGetValidRcaSoftwareTimeout,
24,87,,,,UnexpectedSdCardAcmdDisabled,
24,88,,,,SdCardNotSupportSwitchFunctionStatus,
24,89,,,,UnexpectedSdCardSwitchFunctionStatus,
24,90,,,,SdCardNotSupportAccessMode,
24,91,,,,SdCardNot4BitBusWidthAtUhsIMode,
24,92,,,,SdCardNotSupportSdr104AndSdr50,
24,93,,,,SdCardCannotSwitchAccessMode,
24,94,,,,SdCardFailedSwitchAccessMode,
24,95,,,,SdCardUnacceptableCurrentConsumption,
24,96,,,,SdCardNotReadyToVoltageSwitch,
24,97,,,,SdCardNotCompleteVoltageSwitch,

24,128,158,,,HostControllerUnexpected,
24,129,,,,InternalClockStableSoftwareTimeout,
24,130,,,,SdHostStandardUnknownAutoCmdError,
24,131,,,,SdHostStandardUnknownError,
24,132,,,,SdmmcDllCalibrationSoftwareTimeout,
24,133,,,,SdmmcDllApplicationSoftwareTimeout,
24,134,,,,SdHostStandardFailSwitchTo18V,
24,135,,,,DriveStrengthCalibrationNotCompleted,
24,136,,,,DriveStrengthCalibrationSoftwareTimeout,
24,137,,,,SdmmcCompShortToGnd,
24,138,,,,SdmmcCompOpen,

24,160,190,,,InternalError,
24,161,,,,NoWaitedInterrupt,
24,162,,,,WaitInterruptSoftwareTimeout,

24,192,,,,AbortCommandIssued,
24,200,,,,NotSupported,
24,201,,,,NotImplemented,

26,0,99,,,SecureMonitorError,
26,1,,,,SecureMonitorNotImplemented,
26,2,,,,SecureMonitorInvalidArgument,
26,3,,,,SecureMonitorBusy,
26,4,,,,SecureMonitorNoAsyncOperation,
26,5,,,,SecureMonitorInvalidAsyncOperation,
26,6,,,,SecureMonitorNotPermitted,
26,7,,,,SecureMonitorNotInitialized,

26,100,,,,InvalidSize,
26,101,,,,UnknownSecureMonitorError,
26,102,,,,DecryptionFailed,

26,104,,,,OutOfKeySlots,
26,105,,,,InvalidKeySlot,
26,106,,,,BootReasonAlreadySet,
26,107,,,,BootReasonNotSet,
26,108,,,,InvalidArgument,

27,1,,,,InsufficientProvidedMemory,

29,1,,,,ConnectionFailure,
29,3,,,,UnknownDriverType,
29,5,,,,NonBlockingReceiveFailed,
29,8,,,,ChannelWaitCancelled,
29,9,,,,ChannelAlreadyExist,
29,10,,,,ChannelNotExist,

29,151,,,,OutOfChannel,
29,152,,,,OutOfTask,

29,200,,,,InvalidChannelState,
29,201,,,,InvalidChannelStateDisconnected,

29,1000,2999,,,InternalError,
29,1001,,,,Overflow,
29,1002,,,,OutOfMemory,
29,1003,,,,InvalidArgument,
29,1004,,,,ProtocolError,
29,1005,,,,Cancelled,

29,1100,1199,,,MuxError,
29,1101,,,,ChannelBufferOverflow,
29,1102,,,,ChannelBufferHasNotEnoughData,
29,1103,,,,ChannelVersionNotMatched,
29,1104,,,,ChannelStateTransitionError,
29,1106,,,,ChannelReceiveBufferEmpty,
29,1107,,,,ChannelSequenceIdNotMatched,
29,1108,,,,ChannelCannotDiscard,

29,1200,1999,,,DriverError,
29,1201,,,,DriverOpened,

29,1300,1399,,,SocketDriverError,
29,1301,,,,SocketSocketExemptError,
29,1302,,,,SocketBindError,
29,1304,,,,SocketListenError,
29,1305,,,,SocketAcceptError,
29,1306,,,,SocketReceiveError,
29,1307,,,,SocketSendError,
29,1308,,,,SocketReceiveFromError,
29,1309,,,,SocketSendToError,
29,1310,,,,SocketSetSockOptError,
29,1311,,,,SocketGetSockNameError,

29,1400,1499,,,UsbDriverError,
29,1401,,,,UsbDriverUnknownError,
29,1402,,,,UsbDriverBusyError,
29,1403,,,,UsbDriverReceiveError,
29,1404,,,,UsbDriverSendError,

29,2000,,,,HtcctrlError,
29,2001,,,,HtcctrlStateTransitionNotAllowed,
29,2002,,,,HtcctrlReceiveUnexpectedPacket,

30,1,,,,OutOfResource,
30,2,,,,NotSupported,
30,3,,,,InvalidArgument,
30,4,,,,PermissionDenied,
30,5,,,,AccessModeDenied,
30,6,,,,DeviceCodeNotFound,

31,3,,,,InvalidArgument,

31,100,199,,,ConnectionFailure,
31,101,,,,HtclowChannelClosed,

31,110,119,,,UnexpectedResponse,
31,111,,,,UnexpectedResponseProtocolId,
31,112,,,,UnexpectedResponseProtocolVersion,
31,113,,,,UnexpectedResponsePacketCategory,
31,114,,,,UnexpectedResponsePacketType,
31,115,,,,UnexpectedResponseBodySize,
31,116,,,,UnexpectedResponseBody,

31,200,299,,,InternalError,
31,201,,,,InvalidSize,
31,211,,,,UnknownError,
31,212,,,,UnsupportedProtocolVersion,
31,213,,,,InvalidRequest,
31,214,,,,InvalidHandle,
31,215,,,,OutOfHandle,

101,1,,,,NoAck,
101,2,,,,BusBusy,
101,3,,,,CommandListFull,
101,5,,,,UnknownDevice,
101,253,,,,Timeout,

102,1,,,,AlreadyBound,
102,2,,,,AlreadyOpen,
102,3,,,,DeviceNotFound,
102,4,,,,InvalidArgument,
102,6,,,,NotOpen,

105,11,,,,SettingsItemNotFound,

105,100,149,,,InternalError,
105,101,,,,SettingsItemKeyAllocationFailed,
105,102,,,,SettingsItemValueAllocationFailed,

105,200,399,,,InvalidArgument,
105,201,,,,SettingsNameNull,
105,202,,,,SettingsItemKeyNull,
105,203,,,,SettingsItemValueNull,
105,204,,,,SettingsItemKeyBufferNull,
105,205,,,,SettingsItemValueBufferNull,

105,221,,,,SettingsNameEmpty,
105,222,,,,SettingsItemKeyEmpty,

105,241,,,,SettingsNameTooLong,
105,242,,,,SettingsItemKeyTooLong,

105,261,,,,SettingsNameInvalidFormat,
105,262,,,,SettingsItemKeyInvalidFormat,
105,263,,,,SettingsItemValueInvalidFormat,

105,580,599,,,CalibrationDataError,
105,581,,,,CalibrationDataFileSystemCorrupted,
105,582,,,,CalibrationDataCrcError,
105,583,,,,CalibrationDataShaError,

114,1,,,,OperationFailed,
114,6,,,,NotSupported,
114,7,,,,NotFound,

116,0,,,,NotInitialized,
116,1,,,,NoCapability,

116,102,,,,OffsetInvalid,
116,103,,,,UninitializedClock,

116,200,,,,NotComparable,
116,201,,,,Overflowed,

116,801,,,,OutOfMemory,

116,900,919,a,,InvalidArgument,
116,901,,,,InvalidPointer,
116,902,,,,OutOfRange,
116,903,,,,InvalidTimeZoneBinary,
116,989,,,,NotFound,
116,990,,,,NotImplemented,

122,1,,,,InvalidArgument,
122,2,,,,NotFound,
122,3,,,,TargetLocked,
122,4,,,,TargetAlreadyMounted,
122,5,,,,TargetNotMounted,
122,6,,,,AlreadyOpen,
122,7,,,,NotOpen,
122,8,,,,InternetRequestDenied,
122,9,,,,ServiceOpenLimitReached,
122,10,,,,SaveDataNotFound,

122,31,,,,NetworkServiceAccountNotAvailable,

122,80,,,,PassphrasePathNotFound,
122,81,,,,DataVerificationFailed,

122,90,,,,PermissionDenied,
122,91,,,,AllocationFailed,

122,98,,,,InvalidOperation,

122,204,,,,InvalidDeliveryCacheStorageFile,
122,205,,,,StorageOpenLimitReached,

123,0,4999,,,SslService,

124,0,,,,Cancelled,
124,1,,,,CancelledByUser,
124,100,,,,UserNotExist,
124,200,269,a,,NetworkServiceAccountUnavailable,
124,430,499,a,,TokenCacheUnavailable,
124,3000,8191,a,,NetworkCommunicationError,

133,16,,,,IllegalRequest,

137,70,,,,HttpConnectionCanceled,

138,2,,,,AlreadyInitialized,
138,3,,,,NotInitialized,

140,0,,,,NotInitialized,
140,1,,,,AlreadyInitialized,

140,100,199,,,InvalidParameter,
140,103,,,,AlignmentError,

140,201,,,,OperationDenied,
140,202,,,,MemAllocFailure,
140,206,,,,ResourceBusy,
140,207,,,,InternalStateError,

140,401,,,,TransactionError,
140,409,,,,Interrupted,

147,1,,,,NotInitialized,
147,2,,,,AlreadyInitialized,
147,3,,,,OutOfArraySpace,
147,4,,,,OutOfFieldSpace,
147,5,,,,OutOfMemory,
147,6,,,,NotSupported,
147,7,,,,InvalidArgument,
147,8,,,,NotFound,
147,9,,,,FieldCategoryMismatch,
147,10,,,,FieldTypeMismatch,
147,11,,,,AlreadyExists,
147,12,,,,CorruptJournal,
147,13,,,,CategoryNotFound,
147,14,,,,RequiredContextMissing,
147,15,,,,RequiredFieldMissing,
147,16,,,,FormatterError,
147,17,,,,InvalidPowerState,
147,18,,,,ArrayFieldTooLarge,
147,19,,,,AlreadyOwned,

158,2,,,,BootImagePackageNotFound,
158,3,,,,InvalidBootImagePackage,
158,4,,,,TooSmallWorkBuffer,
158,5,,,,NotAlignedWorkBuffer,
158,6,,,,NeedsRepairBootImages,

162,1,,,,ApplicationAborted,
162,2,,,,SystemModuleAborted,

163,1,,,,AllocationFailed,
163,2,,,,NullGraphicsBuffer,
163,3,,,,AlreadyThrown,
163,4,,,,TooManyEvents,
163,5,,,,InRepairWithoutVolHeld,
163,6,,,,InRepairWithoutTimeReviserCartridge,

168,0,,,,UndefinedInstruction,
168,1,,,,InstructionAbort,
168,2,,,,DataAbort,
168,3,,,,AlignmentFault,
168,4,,,,DebuggerAttached,
168,5,,,,BreakPoint,
168,6,,,,UserBreak,
168,7,,,,DebuggerBreak,
168,8,,,,UndefinedSystemCall,
168,9,,,,MemorySystemError,
168,99,,,,IncompleteReport,

183,1,,,,CannotDebug,
183,2,,,,AlreadyAttached,
183,3,,,,Cancelled,

189,2,,,,InvalidArgument,

198,1,,,,NotSupported,
198,2,,,,InvalidArgument,
198,3,,,,NotAvailable,
198,101,,,,CalibrationDataCrcError,

202,140,149,a,,Invalid,
202,601,,,,DualConnected,
202,602,,,,SameJoyTypeConnected,
202,603,,,,ColorNotAvailable,
202,604,,,,ControllerNotConnected,
202,3101,,,,Canceled,
202,3102,,,,NotSupportedNpadStyle,
202,3200,3209,a,,ControllerFirmwareUpdateError,
202,3201,,,,ControllerFirmwareUpdateFailed,

204,2,,,,UnknownCommand,
204,4,,,,OutOfResource,
204,7,,,,NoSocket,

205,110,119,a,,IrsensorUnavailable,
205,110,,,,IrsensorUnconnected,
205,111,,,,IrsensorUnsupported,
205,120,,,,IrsensorNotReady,
205,122,139,,,IrsensorDeviceError,

206,2,99,,,AlbumError,
206,3,,,,AlbumWorkMemoryError,
206,7,,,,AlbumAlreadyOpened,
206,8,,,,AlbumOutOfRange,

206,10,19,,,AlbumInvalidFileId,
206,11,,,,AlbumInvalidApplicationId,
206,12,,,,AlbumInvalidTimestamp,
206,13,,,,AlbumInvalidStorage,
206,14,,,,AlbumInvalidFileContents,

206,21,,,,AlbumIsNotMounted,
206,22,,,,AlbumIsFull,
206,23,,,,AlbumFileNotFound,
206,24,,,,AlbumInvalidFileData,
206,25,,,,AlbumFileCountLimit,
206,26,,,,AlbumFileNoThumbnail,
206,30,,,,AlbumReadBufferShortage,

206,90,99,,,AlbumFileSystemError,
206,94,96,,,AlbumAccessCorrupted,
206,96,,,,AlbumDestinationAccessCorrupted,

206,800,899,,,ControlError,
206,820,,,,ControlResourceLimit,
206,822,,,,ControlNotOpened,

206,1023,,,,NotSupported,

206,1024,2047,,,InternalError,
206,1210,,,,InternalJpegEncoderError,
206,1212,,,,InternalJpegWorkMemoryShortage,

206,1300,1399,,,InternalFileDataVerificationError,
206,1301,,,,InternalFileDataVerificationEmptyFileData,
206,1302,,,,InternalFileDataVerificationExifExtractionFailed,
206,1303,,,,InternalFileDataVerificationExifAnalyzationFailed,
206,1304,,,,InternalFileDataVerificationDateTimeExtractionFailed,
206,1305,,,,InternalFileDataVerificationInvalidDateTimeLength,
206,1306,,,,InternalFileDataVerificationInconsistentDateTime,
206,1307,,,,InternalFileDataVerificationMakerNoteExtractionFailed,
206,1308,,,,InternalFileDataVerificationInconsistentApplicationId,
206,1309,,,,InternalFileDataVerificationInconsistentSignature,
206,1310,,,,InternalFileDataVerificationUnsupportedOrientation,
206,1311,,,,InternalFileDataVerificationInvalidDataDimension,
206,1312,,,,InternalFileDataVerificationInconsistentOrientation,

206,1400,1499,,,InternalAlbumLimitationError,
206,1401,,,,InternalAlbumLimitationFileCountLimit,

206,1500,1599,,,InternalSignatureError,
206,1501,,,,InternalSignatureExifExtractionFailed,
206,1502,,,,InternalSignatureMakerNoteExtractionFailed,

206,1700,1799,,,InternalAlbumSessionError,
206,1701,,,,InternalAlbumLimitationSessionCountLimit,

206,1900,1999,,,InternalAlbumTemporaryFileError,
206,1901,,,,InternalAlbumTemporaryFileCountLimit,
206,1902,,,,InternalAlbumTemporaryFileCreateError,
206,1903,,,,InternalAlbumTemporaryFileCreateRetryCountLimit,
206,1904,,,,InternalAlbumTemporaryFileOpenError,
206,1905,,,,InternalAlbumTemporaryFileGetFileSizeError,
206,1906,,,,InternalAlbumTemporaryFileSetFileSizeError,
206,1907,,,,InternalAlbumTemporaryFileReadFileError,
206,1908,,,,InternalAlbumTemporaryFileWriteFileError,

228,1,,,,NotImplemented,
228,2,,,,NotAvailable,
228,3,,,,ApplicationNotRunning,
228,4,,,,BufferNotEnough,
228,5,,,,ApplicationContentNotFound,
228,6,,,,ContentMetaNotFound,
228,7,,,,OutOfMemory,

428,1,49,,,InvalidArgument,
428,2,,,,NullArgument,
428,3,,,,ArgumentOutOfRange,
428,4,,,,BufferTooSmall,

428,51,,,,ServiceNotInitialized,

428,101,,,,NotImplemented,

428,1000,1999,,,InvalidData,
428,1001,1019,,,InvalidInitialProcessData,
428,1002,1009,,,InvalidKip,
428,1003,,,,InvalidKipFileSize,The size of the KIP file was smaller than expected.
428,1004,,,,InvalidKipMagic,The magic value of the KIP file was not KIP1.
